root@lamp-ubuntu-s-1vcpu-1gb-tor1-01:~# tcpdump -n -i eth0
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
07:14:16.555334 IP 76.64.103.178.51497 > 146.190.244.30.22: Flags [.], ack 1042432463, win 2047, options [nop,nop,TS val 2973854189 ecr 2845907207], length 0
07:14:16.556985 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 1:109, ack 0, win 501, options [nop,nop,TS val 2845907213 ecr 2973854189], length 108
07:14:16.557076 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 109:253, ack 0, win 501, options [nop,nop,TS val 2845907213 ecr 2973854189], length 144
07:14:16.557150 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 253:289, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 36
07:14:16.557267 IP  146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 289:485, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 196
07:14:16.557338 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 485:717, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 232
07:14:16.557407 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 717:957, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 240
07:14:16.557494 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 957:1189, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 232
07:14:16.557554 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 1189:1429, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 240
07:14:16.557620 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 1429:1465, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 36
07:14:16.557634 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 1465:1669, ack 0, win 501, options [nop,nop,TS val 2845907214 ecr 2973854189], length 204
07:14:16.563426 IP 76.64.103.178.51497 > 146.190.244.30.22: Flags [.], ack 1189, win 2029, options [nop,nop,TS val 2973854197 ecr 2845907214], length 0
07:14:16.563426 IP 76.64.103.178.51497 > 146.190.244.30.22: Flags [.], ack 1669, win 2021, options [nop,nop,TS val 2973854197 ecr 2845907214], length 0
07:14:16.563495 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 1669:2905, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 1236
07:14:16.563665 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 2905:3093, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 188
07:14:16.563744 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 3093:3317, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 224
07:14:16.563788 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 3317:3353, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 36
07:14:16.563839 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 3353:3557, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 204
07:14:16.563891 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 3557:3593, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 36
07:14:16.563950 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 3593:3833, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 240
07:14:16.563992 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 3833:4037, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 204
07:14:16.564051 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 4037:4277, ack 0, win 501, options [nop,nop,TS val 2845907220 ecr 2973854197], length 240
07:14:16.564103 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 4277:4313, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 36
07:14:16.564158 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 4313:4553, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.564214 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 4553:4793, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.564270 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 4793:5033, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.564327 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 5033:5237, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 204
07:14:16.564385 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 5237:5477, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.564440 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 5477:5513, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 36
07:14:16.564496 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 5513:5753, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.564567 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 5753:5993, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.564625 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 5993:6233, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.564682 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 6233:6473, ack 0, win 501, options [nop,nop,TS val 2845907221 ecr 2973854197], length 240
07:14:16.570369 IP 76.64.103.178.51497 > 146.190.244.30.22: Flags [.], ack 6473, win 1972, options [nop,nop,TS val 2973854204 ecr 2845907221], length 0
07:14:16.570455 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 6473:8153, ack 0, win 501, options [nop,nop,TS val 2845907227 ecr 2973854204], length 1680
07:14:16.570688 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 8153:8341, ack 0, win 501, options [nop,nop,TS val 2845907227 ecr 2973854204], length 188
07:14:16.570789 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 8341:8581, ack 0, win 501, options [nop,nop,TS val 2845907227 ecr 2973854204], length 240
07:14:16.570877 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 8581:8857, ack 0, win 501, options [nop,nop,TS val 2845907227 ecr 2973854204], length 276
07:14:16.571334 IP 76.64.103.178.51497 > 146.190.244.30.22: Flags [.], ack 6473, win 2048, options [nop,nop,TS val 2973854204 ecr 2845907221], length 0
07:14:16.571362 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 8857:9337, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 480
07:14:16.571480 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 9337:9525, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 188
07:14:16.571528 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 9525:9765, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 240
07:14:16.571606 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 9765:10005, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 240
07:14:16.571682 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 10005:10245, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 240
07:14:16.571747 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 10245:10521, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 276
07:14:16.571816 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 10521:10761, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 240
07:14:16.571894 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 10761:11001, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 240
07:14:16.571968 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 11001:11241, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 240
07:14:16.572039 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 11241:11481, ack 0, win 501, options [nop,nop,TS val 2845907228 ecr 2973854204], length 240
07:14:16.572099 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 11481:11721, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.572160 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 11721:11925, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 204
07:14:16.572202 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 11925:12165, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.572247 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 12165:12201, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 36
07:14:16.572314 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 12201:12645, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 444
07:14:16.572387 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 12645:13125, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 480
07:14:16.572448 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 13125:13365, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.572510 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 13365:13605, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.572571 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 13605:13641, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 36
07:14:16.572631 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 13641:14085, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 444
07:14:16.572710 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 14085:14361, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 276
07:14:16.572760 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 14361:14601, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.572821 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 14601:14841, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.572884 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 14841:15081, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.572949 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 15081:15321, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.573012 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 15321:15525, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 204
07:14:16.573067 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 15525:15765, ack 0, win 501, options [nop,nop,TS val 2845907229 ecr 2973854204], length 240
07:14:16.573122 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 15765:15801, ack 0, win 501, options [nop,nop,TS val 2845907230 ecr 2973854204], length 36
07:14:16.573178 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 15801:16041, ack 0, win 501, options [nop,nop,TS val 2845907230 ecr 2973854204], length 240
07:14:16.573233 IP 146.190.244.30.22 > 76.64.103.178.51497: Flags [P.], seq 16041:16281, ack 0, win 501, options [nop,nop,TS val 2845907230 ecr 2973854204], length 240
